set_name	source	classes	item_id	item_name	slot
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5680	Large Ringmail Bracelet	wrist1
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5681	Large Ringmail Cape	back
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5682	Large Ringmail Coat	chest
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5683	Large Ringmail Coif	head
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5684	Large Ringmail Gloves	hands
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5685	Large Ringmail Mantle	shoulders
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5686	Large Ringmail Neckguard	neck
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5687	Large Ringmail Pants	legs
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5688	Large Ringmail Sleeves	arms
Large Ringmail Armor Set	World drop	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5689	Large Ringmail Visor	face
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5734	Large Tattered Gloves	hands
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5733	Large Tattered Belt	waist
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5739	Large Tattered Wristbands	wrist1
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5738	Large Tattered Skullcap	head
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5737	Large Tattered Shoulderpads	shoulders
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5736	Large Tattered Mask	face
Large Tattered Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5735	Large Tattered Gorget	neck
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5760	Leather Belt	waist
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5761	Leather Boots	feet
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5762	Leather Cloak	back
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5764	Leather Gloves	hands
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5765	Leather Gorget	neck
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5766	Leather Leggings	legs
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5767	Leather Mask	face
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5769	Leather Shoulderpads	shoulders
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5770	Leather Skullcap	head
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5771	Leather Sleeves	arms
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5772	Leather Tunic	chest
Leather Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	5774	Leather Wristbands	wrist1
Legionnaire Scale Armor		WAR	5802	Legionnaire Scale Boots	feet
Legionnaire Scale Armor		WAR	5807	Legionnaire Scale Helm	head
Legionnaire Scale Armor		WAR	5804	Legionnaire Scale Breastplate	chest
Legionnaire Scale Armor		WAR	5808	Legionnaire Scale Pauldron	shoulders
Legionnaire Scale Armor		WAR	5809	Legionnaire Scale Vambraces	arms
Legionnaire Scale Armor		WAR	5803	Legionnaire Scale Bracers	wrist1
Legionnaire Scale Armor		WAR	5805	Legionnaire Scale Gauntlets	hands
Legionnaire Scale Armor		WAR	5806	Legionnaire Scale Greaves	legs
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5840	Light Velium Battle Axe	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5841	Light Velium Battlehammer	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5842	Light Velium Bow	range
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5843	Light Velium Brawl Stick	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5844	Light Velium Claidhmore	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5845	Light Velium Spear	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5846	Light Velium War Lance	primary
Light Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	5847	Light Velium Warsword	primary
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5890	Loam Encrusted Amice	shoulders
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5891	Loam Encrusted Bracelet	wrist1
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5892	Loam Encrusted Cap	head
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5893	Loam Encrusted Choker	neck
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5894	Loam Encrusted Cloak	back
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5895	Loam Encrusted Gloves	hands
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5896	Loam Encrusted Lined Shoes	feet
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5897	Loam Encrusted Pantaloons	legs
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5898	Loam Encrusted Robe	chest
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5899	Loam Encrusted Sash	waist
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5900	Loam Encrusted Sleeves	arms
Loam Encrusted Armor Set	The Hole	NEC,WIZ,MAG,ENC	5901	Loam Encrusted Veil	face
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5956	Lustrous Russet Breastplate	chest
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5959	Lustrous Russet Helm	head
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5960	Lustrous Russet Vambraces	arms
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5958	Lustrous Russet Greaves	legs
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5957	Lustrous Russet Gauntlets	hands
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5954	Lustrous Russet Boots	feet
Lustrous Russet Armor	Plane of Fear	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5955	Lustrous Russet Bracer	wrist1
Maleficent Armor	Plane of Mischief	NEC	6002	Maleficent Crown	head
Maleficent Armor	Plane of Mischief	NEC	6006	Maleficent Robe	chest
Maleficent Armor	Plane of Mischief	NEC	6007	Maleficent Sleeves	arms
Maleficent Armor	Plane of Mischief	NEC	6001	Maleficent Bracer	wrist1
Maleficent Armor	Plane of Mischief	NEC	6003	Maleficent Gloves	hands
Maleficent Armor	Plane of Mischief	NEC	6004	Maleficent Leggings	legs
Maleficent Armor	Plane of Mischief	NEC	6000	Maleficent Boots	feet
Massive Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6102	Massive Velium Battle Axe	primary
Massive Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6103	Massive Velium Battlehammer	primary
Massive Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6104	Massive Velium Brawl Stick	primary
Massive Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6105	Massive Velium Claidhmore	primary
Massive Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6106	Massive Velium Knuckledusters	primary
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6114	Matchless Dragonhide Breastplate	chest
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6117	Matchless Dragonhorn Bracers	wrist1
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6121	Matchless Dragonspine Vambraces	arms
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6115	Matchless Dragonhide Gauntlets	hands
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6120	Matchless Dragonskull Helm	head
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6118	Matchless Dragonleg Breeches	legs
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6122	Matchless Dragonwing Cloak	back
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6123	Matchless Dragonwing Mantle	shoulders
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6119	Matchless Dragonskin Mask	face
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6113	Matchless Dragonhide Belt	waist
Matchless Dragon Armor		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6116	Matchless Dragonhorn Boots	feet
Melodic Armor	Plane of Growth	BRD	6174	Melodic Helm	head
Melodic Armor	Plane of Growth	BRD	6170	Melodic Breastplate	chest
Melodic Armor	Plane of Growth	BRD	6175	Melodic Vambraces	arms
Melodic Armor	Plane of Growth	BRD	6169	Melodic Bracer	wrist1
Melodic Armor	Plane of Growth	BRD	6172	Melodic Gauntlets	hands
Melodic Armor	Plane of Growth	BRD	6173	Melodic Greaves	legs
Melodic Armor	Plane of Growth	BRD	6168	Melodic Boots	feet
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6187	Mesh Armbands	arms
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6188	Mesh Bracers	wrist1
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6189	Mesh Cape	back
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6190	Mesh Gauntlets	hands
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6191	Mesh Girth	waist
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6192	Mesh Gorget	neck
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6193	Mesh Helm	head
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6194	Mesh Leggings	legs
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6195	Mesh Mantle	shoulders
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6196	Mesh Mask	face
Mesh Armor Set	Upper Guk	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6197	Mesh Tunic	chest
Mischievous Dazzler Armor	Plane of Mischief	ENC	6248	Mischievous Dazzler Crown	head
Mischievous Dazzler Armor	Plane of Mischief	ENC	6251	Mischievous Dazzler Robe	chest
Mischievous Dazzler Armor	Plane of Mischief	ENC	6253	Mischievous Dazzler Sleeves	arms
Mischievous Dazzler Armor	Plane of Mischief	ENC	6247	Mischievous Dazzler Bracer	wrist1
Mischievous Dazzler Armor	Plane of Mischief	ENC	6249	Mischievous Dazzler Gloves	hands
Mischievous Dazzler Armor	Plane of Mischief	ENC	6250	Mischievous Dazzler Leggings	legs
Mischievous Dazzler Armor	Plane of Mischief	ENC	6252	Mischievous Dazzler Shoes	feet
Monkey Hide Armor	Plane of Mischief	MNK	6331	Monkey Hide Helm	head
Monkey Hide Armor	Plane of Mischief	MNK	6329	Monkey Hide Breastplate	chest
Monkey Hide Armor	Plane of Mischief	MNK	6327	Monkey Hide Arm Plate	arms
Monkey Hide Armor	Plane of Mischief	MNK	6332	Monkey Hide Wrist Guard	wrist1
Monkey Hide Armor	Plane of Mischief	MNK	6330	Monkey Hide Greaves	legs
Monkey Hide Armor	Plane of Mischief	MNK	6328	Monkey Hide Boots	feet
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6360	Mrylokar's Helm	head
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6355	Mrylokar's Breastplate	chest
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6361	Mrylokar's Vambraces	arms
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6354	Mrylokar's Bracer	wrist1
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6357	Mrylokar's Gauntlets	hands
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6359	Mrylokar's Greaves	legs
Mrylokar's Armor	Kunark (Trakanon / Venril Sathir)	ROG	6353	Mrylokar's Boots	feet
Myrmidon Armor	Skyshrine	WAR	2044	Crown of the Myrmidon	head
Myrmidon Armor	Skyshrine	WAR	1230	Breastplate of the Myrmidon	chest
Myrmidon Armor	Skyshrine	WAR	10271	Vambraces of the Myrmidon	arms
Myrmidon Armor	Skyshrine	WAR	1190	Bracer of the Myrmidon	wrist1
Myrmidon Armor	Skyshrine	WAR	3713	Gauntlets of the Myrmidon	hands
Myrmidon Armor	Skyshrine	WAR	4157	Greaves of the Myrmidon	legs
Myrmidon Armor	Skyshrine	WAR	1123	Boots of the Myrmidon	feet
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6422	Nathsar Helm	head
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6419	Nathsar Breastplate	chest
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6424	Nathsar Vambraces	arms
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6418	Nathsar Bracer	wrist1
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6420	Nathsar Gauntlets	hands
Nathsar Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	6423	Nathsar Leggings	legs
Nature Walker's Armor	Kael Drakkel	DRU	6430	Nature Walker's Circlet	head
Nature Walker's Armor	Kael Drakkel	DRU	6429	Nature Walker's Chestguard	chest
Nature Walker's Armor	Kael Drakkel	DRU	6435	Nature Walker's Vambraces	arms
Nature Walker's Armor	Kael Drakkel	DRU	6428	Nature Walker's Bracer	wrist1
Nature Walker's Armor	Kael Drakkel	DRU	6431	Nature Walker's Gauntlets	hands
Nature Walker's Armor	Kael Drakkel	DRU	6432	Nature Walker's Greaves	legs
Nature Walker's Armor	Kael Drakkel	DRU	6427	Nature Walker's Boots	feet
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6462	Netted Cap	head
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6463	Netted Cape	back
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6464	Netted Choker	neck
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6465	Netted Girth	waist
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6466	Netted Gloves	hands
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6479	Netted Mantle	shoulders
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6480	Netted Mask	face
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6481	Netted Pants	legs
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6482	Netted Shirt	chest
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6483	Netted Sleeves	arms
Netted Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6484	Netted Wristband	wrist1
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6467	Netted Kelp Amice	shoulders
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6468	Netted Kelp Bracelet	wrist1
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6469	Netted Kelp Cap	head
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6470	Netted Kelp Choker	neck
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6471	Netted Kelp Cloak	back
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6472	Netted Kelp Gloves	hands
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6473	Netted Kelp Lined Shoes	feet
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6474	Netted Kelp Pantaloons	legs
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6475	Netted Kelp Sash	waist
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6476	Netted Kelp Sleeves	arms
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6477	Netted Kelp Tunic	chest
Netted Kelp Armor	Siren's Grotto	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	6478	Netted Kelp Veil	face
Noctivagant Armor	Plane of Growth	SHD	6523	Noctivagant Crown	head
Noctivagant Armor	Plane of Growth	SHD	6522	Noctivagant Breastplate	chest
Noctivagant Armor	Plane of Growth	SHD	6526	Noctivagant Vambraces	arms
Noctivagant Armor	Plane of Growth	SHD	6521	Noctivagant Bracer	wrist1
Noctivagant Armor	Plane of Growth	SHD	6524	Noctivagant Gauntlets	hands
Noctivagant Armor	Plane of Growth	SHD	6525	Noctivagant Greaves	legs
Noctivagant Armor	Plane of Growth	SHD	6520	Noctivagant Boots	feet
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6537	Northman Ring Boots	feet
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6538	Northman Ring Bracer	wrist1
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6540	Northman Ring Gauntlets	hands
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6542	Northman Ring Helm	head
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6543	Northman Ring Leggings	legs
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6544	Northman Ring Mail	chest
Northman Ring	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6547	Northman Ring Sleeves	arms
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6643	Ogre Splintmail Boots	feet
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6644	Ogre Splintmail Bracer	wrist1
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6646	Ogre Splintmail Gauntlets	hands
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6648	Ogre Splintmail Helm	head
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6649	Ogre Splintmail Leggings	legs
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6650	Ogre Splintmail Mail	chest
Ogre Splintmail	Crafted	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	6653	Ogre Splintmail Sleeves	arms
Ogre War Plate	Crafted	WAR,SHD	6658	Ogre War Plate Boots	feet
Ogre War Plate	Crafted	WAR,SHD	6659	Ogre War Plate Bracers	wrist1
Ogre War Plate	Crafted	WAR,SHD	6660	Ogre War Plate Breastplate	chest
Ogre War Plate	Crafted	WAR,SHD	6662	Ogre War Plate Gauntlets	hands
Ogre War Plate	Crafted	WAR,SHD	6664	Ogre War Plate Greaves	legs
Ogre War Plate	Crafted	WAR,SHD	6665	Ogre War Plate Helm	head
Ogre War Plate	Crafted	WAR,SHD	6667	Ogre War Plate Vambraces	arms
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8914	Small Ornate Chain Mail	chest
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8917	Small Ornate Chain Sleeves	arms
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8913	Small Ornate Chain Leggings	legs
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8911	Small Ornate Chain Gloves	hands
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8907	Small Ornate Chain Boots	feet
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8916	Small Ornate Chain Skirt	waist
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8908	Small Ornate Chain Bracelet	wrist1
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8910	Small Ornate Chain Coif	head
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8909	Small Ornate Chain Cloak	back
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8915	Small Ornate Chain Mantle	shoulders
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8918	Small Ornate Chain Veil	face
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8912	Small Ornate Chain Gorget	neck
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6740	Ornate Chain Mail	chest
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6743	Ornate Chain Sleeves	arms
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6739	Ornate Chain Leggings	legs
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6737	Ornate Chain Gloves	hands
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6733	Ornate Chain Boots	feet
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6742	Ornate Chain Skirt	waist
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6734	Ornate Chain Bracelet	wrist1
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6736	Ornate Chain Coif	head
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6735	Ornate Chain Cloak	back
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6741	Ornate Chain Mantle	shoulders
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6744	Ornate Chain Veil	face
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	6738	Ornate Chain Gorget	neck
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	5629	Large Ornate Chain Mail	chest
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	5632	Large Ornate Chain Sleeves	arms
Ornate Chain	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	5628	Large Ornate Chain Leggings	legs
