planner_item_id	peq_item_id	item_name	icon_id
6711	28049	Orb of Frozen Water	507
6712	28034	Orb of Mastery	2868
6713	13300	Orb of Slime	507
6714	11625	Orb of Tishan	973
6715	1113	Orb of the Crimson Bull	973
6716	31312	Orb of the Deep Sea	507
6717	25098	Orb of the Infinite Void	973
6718	30110	Orc Fang Earring	800
6719	30102	Orc Fang Necklace	502
6720	12108	Orc Hatchet	569
6721	7330	Orc Impaler	776
6722	13885	Orc Pawn Pick	768
6723	12234	Orc Pickles	1018
6724	13791	Orc Scalp	555
6725	27664	Orc Scoutsman Wrist Pouch	667
6726	20281	Orcish Arsons Torch	547
6727	6036	Orcish Mace	578
6728	6037	Orcish Morning Star	6037
6729	13287	Order of Thunder	1002
6730	13287	Order of Thunder	1002
6731	20639	Orders for Bryn	868
6732	18511	Orders of engagement	860
6733	21313	Ornate Chain Boots	545
6734	21310	Ornate Chain Bracelet	620
6735	21307	Ornate Chain Cloak	661
6736	21302	Ornate Chain Coif	625
6737	21311	Ornate Chain Gloves	526
6738	21304	Ornate Chain Gorget	627
6739	16159	Ornate Chain Leggings	630
6740	21305	Ornate Chain Mail	538
6741	21306	Ornate Chain Mantle	769
6742	21308	Ornate Chain Skirt	562
6743	21309	Ornate Chain Sleeves	543
6744	21303	Ornate Chain Veil	770
6745	0	Ornate Dagger	592
6746	17059	Ornate Reagent Box	1144
6747	5657	Ornate Rune Blade	1212
6748	9204	Ornate Rune Shield	805
6749	28047	Ornate Sea Shell	1223
6750	17028	Ornate Tin Box	1144
6751	30294	Ornate Velium Pendant	1043
6752	28515	Ornately Runed Shell Necklace	998
6753	19175	Othmir Algae Ale	979
6754	22818	Othmir Chieftain Spear	1187
6755	24896	Othmir Fur	556
6756	24989	Othmir Fur Cap	640
6757	24897	Othmir Fur Cloak	657
6758	24991	Othmir Fur Moccasins	633
6759	25169	Othmir Hide Robe	838
6760	28514	Othmir Prexus Totem	895
6761	19184	Othmir Short Beer	828
6762	30006	Otterhide Bracers	637
6763	30007	Otterhide Gloves	636
6764	30003	Otterhide Leggings	635
6765	30005	Otterhide Sleeves	634
6766	30004	Otterhide Tunic	632
6767	22806	Otterman Meat	817
6768	29317	Outrider's Taming Whip	596
6769	5778	Overseer`s Signet	872
6770	14078	Pacifying Whisper	808
6771	17953	Pack for Shark	689
6772	12112	Pack of Materials	565
6773	12121	Pack of Meat	565
6774	16481	Packet of Kiola Sap	582
6775	1750	Packmaster's Lash	596
6776	1750	Packmaster's Lash	596
6777	26000	Paebala Fetish	822
6778	26023	Paebala Warbone	738
6779	13832	Page 30 of a Book	504
6780	13836	Page 34 of a Book	504
6781	18252	Pages from Brodders Diary I	865
6782	18253	Pages from Brodders Diary III	865
6783	18254	Pages from Brodders Diary IV	865
6784	5410	Painbringer	1165
6785	4390	Paineel Plate Gauntlets	531
6786	4381	Paineel Platemail Helm	746
6787	4386	Paineel Splinted Cloak	663
6788	4389	Paineel Steel Bracers	516
6789	4384	Paineel Steel Breastplate	624
6790	4383	Paineel Steel Collar	626
6791	4391	Paineel Steel Greaves	540
6792	4382	Paineel Steel Mask	772
6793	4385	Paineel Steel Pauldron	798
6794	4392	Paineel Steel Plate Boots	524
6795	4388	Paineel Steel Vambraces	622
6796	13858	Pair of Bent Spectacles	772
6797	12236	Paladin Pickles	1018
6798	23132	Pale Blue Fine Plate Boots	524
6799	23127	Pale Blue Fine Plate Breastplate	624
6800	14516	Pale Green Potion	693
6801	23008	Pale Green Small Fine Breastplate	624
6802	5624	Palladium Axe	1167
6803	31232	Palladius' Axe of Slaughter	1164
6804	6961	Panda Claws	975
6805	6962	Panda Pelt	556
6806	13811	Pant Pattern	504
6807	25526	Pantaloons of Conjuration	635
6808	25519	Pantaloons of the Bonecaster	655
6809	22851	Panther Meat	817
6810	27206	Pantrilla's Talisman	510
6811	25410	Pants of the Invoker	635
6812	14082	Paradoxical Peptide	808
6813	18110	Parchment of Flayed Skin	504
6814	9008	Parrying Dagger	592
6815	13727	Parrying Pick	768
6816	12166	Parrying Pick 628	888
6817	12128	Part of Potion of Marr	788
6818	16068	Part of Tasarin's Grimoire Pg. 23	1004
6819	16069	Part of Tasarin's Grimoire Pg. 23	1005
6820	16070	Part of Tasarin's Grimoire Pg. 24	1004
6821	16071	Part of Tasarin's Grimoire Pg. 24	1005
6822	16072	Part of Tasarin's Grimoire Pg. 26	1004
6823	16073	Part of Tasarin's Grimoire Pg. 26	1005
6824	16074	Part of Tasarin's Grimoire Pg. 30	1004
6825	16075	Part of Tasarin's Grimoire Pg. 30	1005
6826	16076	Part of Tasarin's Grimoire Pg. 312	1004
6827	16077	Part of Tasarin's Grimoire Pg. 312	1005
6828	16078	Part of Tasarin's Grimoire Pg. 375	1004
6829	16079	Part of Tasarin's Grimoire Pg. 375	1005
6830	16080	Part of Tasarin's Grimoire Pg. 390	1004
6831	16081	Part of Tasarin's Grimoire Pg. 390	1005
6832	17040	Part of a Large Key	1081
6833	5130	Partisan's Pike	736
6834	2604	Patch Hide Ab Guard	564
6835	2608	Patch Hide Arm Guards	670
6836	2605	Patch Hide Bracers	637
6837	2602	Patch Hide Collar	643
6838	2606	Patch Hide Gloves	636
6839	2601	Patch Hide Mask	771
6840	2609	Patch Hide Poncho	656
6841	2607	Patch Hide Sandal	761
6842	2603	Patch Hide Shoulder Guard	668
6843	2600	Patch Hide Skullcap	640
6844	24466	Patch of Dire Wolf Fur	556
6845	13025	Patch of Gnoll Fur	556
6846	6926	Patch of Gorilla Fur	556
6847	2368	Patch of Shadow	595
6848	1330	Patched Gnoll Fur Bundle	842
6849	2112	Patchwork Boots	633
6850	2106	Patchwork Cloak	660
6851	2111	Patchwork Pants	635
6852	2108	Patchwork Sleeves	634
6853	2104	Patchwork Tunic	632
6854	31416	Pauldrons of Blight	798
6855	1531	Pauldrons of Ferocity	798
6856	27717	Pauldrons of Piety	798
6857	1542	Pauldrons of Power	668
6858	27701	Pauldrons of the Blue Sky	798
6859	31472	Pauldrons of the Deep Flame	769
6860	13730	Paw of Opolla	743
6861	18510	Pawbook	778
6862	5120	Pawn's Khukri	1174
6863	6646	Peacebringer	602
6864	13816	Peacekeeper Staff	601
6865	10024	Pearl	953
6866	10002	Pearl Earring	534
6867	10335	Pearl Kedge Totem	894
6868	10001	Pearl Necklace	851
6869	10003	Pearl Ring	613
6870	11791	Pearl Shard	972
6871	13878	Pearl of Odus	507
6872	20942	Pearlescent Globe	947
6873	2403	Pearlescent Mask	772
6874	11699	Pearlescent Pauldrons	798
6875	5704	Pearly Sarnak Bangle	534
6876	5715	Pearly Sarnak Bauble	534
6877	12836	A Pebble Filled Box	1144
6878	12342	Peculiar Tiger Pelt	833
6879	27149	Peerless Dragonhide Belt	503
6880	27148	Peerless Dragonhide Breastplate	621
6881	27143	Peerless Dragonhide Gauntlets	530
6882	27142	Peerless Dragonhorn Boots	779
6883	27144	Peerless Dragonhorn Bracers	505
6884	27141	Peerless Dragonleg Breeches	630
6885	27147	Peerless Dragonskin Mask	770
6886	27146	Peerless Dragonskull Helm	746
6887	27145	Peerless Dragonspine Vambraces	622
6888	27150	Peerless Dragonwing Cloak	663
6889	27140	Peerless Dragonwing Mantle	668
6890	1462	Peffin's head	991
6891	2704	Pegasus-Hide Belt	560
6892	2463	Pegasus Feather Cloak	659
6893	20949	Pegasus Statuette	893
6894	20031	Pen Key # 7	1081
6895	17091	Penance Bag	557
6896	10169	Pendant of Salvation	852
6897	3571	Pendant of the Pressing Mind	500
6898	3545	Pendant of the Warlord	1002
6899	10256	Penicillin Spores	854
6900	10028	Peridot	957
6901	22121	Permafrost Crystals	1015
6902	22128	Permafrost Extract	1160
6903	19034	Permafrost Snowball	1129
6904	18450	Personal Diary Page	864
6905	12237	Pestilence Scythe	579
6906	12237	Pestilence Scythe	579
6907	5224	Petrified Bark Leggings	611
6908	6586	Petrified Charred Branch	1083
6909	10216	Petrified Erudite Heart Amulet	1003
6910	2580	Petrified Heartwood Flamberge	1193
6911	12434	Petrified Redwood	1084
6912	20525	Petrified Werewolf Skull	744
6913	20873	Petrified Wood	737
6914	12996	Phaeril Nightshire's Head	986
6915	26028	Phase Spider Blood	1018
6916	1098	Phase Spider Carapace	927
6917	1700	Phenocryst's Focus	968
6918	20947	Phosphoric Globe	947
6919	24082	Phosphorous Powder	1075
6920	5018	Pick	768
6921	22088	Pick Head Mold	1151
6922	6010	Pickbringers Chainmail Coif	625
6923	6107	Pickbringers Chainmail Faceguard	770
6924	13455	Pickled Bixie	1018
6925	19165	Pickled Dragon	1018
6926	19169	Pickled Drake	1018
6927	19178	Pickled Faun	1018
6928	13452	Pickled Froglok	1018
6929	19171	Pickled Frost Giant	1018
6930	13454	Pickled Gator	1018
6931	13453	Pickled Lizard	1018
6932	19170	Pickled Storm Giant	1018
6933	13456	Pickled Troll	1018
6934	19177	Pickled Unicorn	1018
6935	19167	Pickled Wurm	1018
6936	19166	Pickled Wyvern	1018
6937	19170	Pickled Storm Giant	816
6938	13438	Pie Tin	1013
6939	12021	Pie Tin Mold	1151
6940	16958	Pie Tin Sketch	861
6941	13063	A Piece of Parchment	870
6942	13064	A Piece of Rat Fur	554
6943	12745	Piece of Totem	1031
6944	19956	Piece of a medallion	1002
6945	30046	Pieces of the Iceclad Map	869
6946	17302	Pierce's Pouch of Storing	884
6947	12689	Pile of Granite Pebbles	733
6948	22855	Pile of Rubble	767
6949	17993	Pincer Satchel	582
6950	22762	Pine Cichlid	775
6951	13083	Pine Needles	796
6952	17968	Piranha Bag	690
6953	13929	Piranha Tooth	803
6954	13336	Pirate's Earring	535
6955	18962	Pirate Grammar Manual	778
6956	1521	Pit Fighter Anklewraps	666
6957	1520	Pit Fighter Handwraps	517
6958	2064	Pitted Iron Ring	875
6959	12105	Pixie Dust	1074
6960	12233	Pixie Pickles	1018
6961	19993	Pixie Powder Cinnesticks	978
6962	13142	Pixie Wing	910
6963	25418	Plague Bearer's Boots	633
6964	25412	Plague Bearer's Circlet	523
6965	25416	Plague Bearer's Gloves	636
6966	25413	Plague Bearer's Robe	1126
6967	25414	Plague Bearer's Sleeves	634
6968	25417	Plague Bearer's Trousers	655
6969	25415	Plague Bearer's Wristguard	637
6970	9131	Plague Rat Tail	813
6971	12832	Plains Pebble	963
6972	14921	Plains Roots	583
6973	8086	Planing Tool	1096
6974	19157	Plankton Frosting	1074
6975	1298	Plasmatic Priest Robe	931
6976	22006	Plate Belt Mold	1151
6977	22002	Plate Boot Mold	1151
6978	22001	Plate Bracer Mold	1151
6979	22031	Plate Gauntlet Mold	1151
6980	4010	Plate Gauntlets	531
6981	4007	Plate Girdle	549
6982	22000	Plate Gorget Mold	1151
6983	22008	Plate Greaves Mold	1151
6984	22003	Plate Helm Mold	1151
6985	22005	Plate Pauldron Mold	1151
6986	22007	Plate Vambrace Mold	1151
6987	22004	Plate Visor Mold	1151
6988	4001	Platemail Helm	550
6989	14643	Platinum Amber Ring	1051
6990	10336	Platinum Armband	521
6991	16503	Platinum Bar	1092
6992	14623	Platinum Bloodstone Earring	1048
6993	30363	Platinum Blue Diamond Tiara	523
6994	14635	Platinum Carnelian Wedding Ring	1060
6995	1457	Platinum Championship Ring	873
6996	30134	Platinum Coldain Insignia Ring	873
6997	14707	Platinum Diamond Wedding Ring	1064
6998	20940	Platinum Disc	644
6999	10333	Platinum Dragon Totem	894
7000	14667	Platinum Emerald Ring	1041
7001	14679	Platinum Fire Wedding Ring	1060
7002	21098	Platinum Full Breastplate	624
7003	21106	Platinum Full Plate Boots	524
7004	21103	Platinum Full Plate Bracer	516
7005	0	Platinum Full Plate Collar	626
7006	21104	Platinum Full Plate Gauntlets	531
7007	21101	Platinum Full Plate Girdle	549
7008	21105	Platinum Full Plate Greaves	540
7009	21095	Platinum Full Plate Helm	550
7010	21099	Platinum Full Plate Pauldron	798
7011	21102	Platinum Full Plate Vambraces	622
7012	21096	Platinum Full Plate Visor	772
7013	0	Platinum Full Splinted Cloak	663
7014	14615	Platinum Hematite Ring	1047
7015	14699	Platinum Jacinth Wedding Ring	1060
7016	14631	Platinum Jasper Ring	1051
7017	14607	Platinum Lapis Lazuli Necklace	1043
7018	14603	Platinum Malachite Ring	1041
7019	14627	Platinum Onyx Bracelet	1057
7020	14671	Platinum Opal Engagement Ring	1052
7021	14655	Platinum Pearl Ring	613
7022	14663	Platinum Peridot Ring	1041
7023	13734	Platinum Ring	614
7024	14695	Platinum Ruby Veil	1062
7025	10163	Platinum Skull Ring	1148
7026	20456	Platinum Speckled Powder	739
7027	14683	Platinum Star Ruby Veil	1062
7028	31258	Platinum Symbol	967
7029	31269	Platinum Tear	734
7030	12097	Platinum Thread	853
7031	10143	Platinum Tiara	523
7032	14659	Platinum Topaz Necklace	1043
7033	14611	Platinum Turquoise Bracelet	1044
7034	20456	Platinum Speckled Powder	739
7035	26021	Pliable Goo	926
7036	13825	Poacher's Head	982
7037	20687	Pod of Seawater	584
7038	13044	Pod of Water	584
7039	2062	Poison Etched Wristband	548
7040	31391	Poison Soaked Tunic	632
7041	31255	Poison Symbol	967
7042	31266	Poison Tear	734
7043	16965	Poison Vial	599
7044	5804	Poison Washed Spaulders	769
7045	6205	Poison Wind Censer	578
7046	1626	Poisoned Mantle	668
7047	25575	Poisoned Whip	596
7048	18186	Poisons of the Lost Continent	865
7049	2912	Polar Bear Cloak	839
7050	13761	Polar Bear Skin	835
7051	10314	Polished Bone Bracelet	520
7052	10321	Polished Bone Hoop	544
7053	20632	Polished Brass Key	1081
7054	5360	Polished Granite Tomahawk	902
7055	4505	Polished Mithril Mask	772
7056	4501	Polished Mithril Torque	1046
7057	5619	Polished Obsidian Great Axe	1166
7058	5710	Polished Shai`din Naginata	736
7059	24711	Polished Steel Dirk	592
7060	10129	Polished Stone Anklet	849
7061	27020	Polished Velium Battlehammer	567
7062	27007	Polished Velium Warsword	575
7063	5614	Polyphenomenal Axe	1164
7064	12060	Pommel Mold	1151
7065	14797	Pondfish Spine	1137
7066	8299	Poorly Balanced Mace	578
7067	2066	Portion of Starmetal	1031
7068	13432	Pot	1017
7069	12024	Pot Mold	1151
7070	16955	Pot Sketch	861
7071	14417	Potion of Accuracy	586
7072	14418	Potion of Adroitness	587
7073	14420	Potion of Antibody	808
7074	14445	Potion of Antiweight	703
7075	14446	Potion of Aquatic Haunt	704
7076	14415	Potion of Cohesion	599
7077	14422	Potion of Cold	693
7078	14003	Potion of Disease Warding	599
7079	12555	Potion of Draconic Rage	587
7080	16472	Potion of Dulsehound	697
7081	16478	Potion of Graveyard Dust	585
7082	14438	Potion of Greater Rejuvenation	696
7083	14423	Potion of Heat	694
7084	14522	Potion of Insight	585
7085	14206	Potion of Invisibility	599
7086	14406	Potion of Lesser Accuracy	586
7087	14407	Potion of Lesser Adroitness	587
7088	14404	Potion of Lesser Cohesion	599
7089	14408	Potion of Lesser Power	806
7090	14436	Potion of Lesser Rejuvenation	696
7091	14405	Potion of Lesser Stability	585
7092	14403	Potion of Lesser Vigor	600
7093	14007	Potion of Light Healing	600
7094	14449	Potion of Negation	707
7095	14010	Potion of Poison Warding	599
7096	14419	Potion of Power	806
7097	14424	Potion of Purity	695
7098	14437	Potion of Rejuvenation	696
7099	14209	Potion of Serious Healing	600
7100	7113	Potion of Sorrow	585
7101	14451	Potion of Spirit Shield	701
7102	14416	Potion of Stability	585
7103	16476	Potion of Stinging Wort	705
7104	14414	Potion of Vigor	600
7105	14014	Potion of Wisdom	587
7106	14574	Potion of the Bone Field	806
7107	14455	Potion of the Frost	806
7108	14456	Potion of the Swamp	806
7109	14450	Potion of Unlife Awareness	698
7110	12753	Pouch of Dust	582
7111	13724	Pouch of Evidence	582
7112	14303	Pouch of Ghoul Ash	582
7113	12333	Pouch of Gold Dust	539
7114	20115	Pouch of Kejek Catnip	1145
7115	14307	Pouch of Mistletoe Powder	582
7116	12109	Pouch of Pixie Dust	582
7117	17309	Pouch of Quellious	667
7118	1594	Pouch of Red Dust	582
7119	12240	Pouch of Silver Dust	582
7120	13495	Pound Cake	914
7121	12948	Nok Shaman Powder	733
7122	14112	Powder of Reanimation	582
7123	1599	Powder of Unanimation	582
7124	14064	Powdered Banality	808
7125	24769	Powdered Bone	1075
7126	19052	Powdered Dufrenite	1075
7127	28038	Power of Earth	767
7128	28036	Power of Fire	964
7129	28039	Power of Water	963
7130	28037	Power of Wind	966
7131	28031	Power of the Elements	863
7132	18958	Power of the Orb	682
7133	16876	Powered Gloves	518
7134	15900	Practice Rune (Azia)	967
7135	15901	Practice Rune (Beza)	967
7136	15916	Practice Rune (Complete)	967
7137	13911	PrayerBeads	848
7138	13296	Prayer Beads	848
7139	1900	Prayer Cloth of Tunare	668
7140	1904	Prayer Shawl	665
7141	18281	Prayer to Brell	683
7142	11631	Prayers of Life	860
7143	17102	Preservationists Box	609
7144	5810	Preserved Chokidai Vocal Cords	1222
7145	12397	A Preserved Eye	917
7146	12396	A Preserved Eye	1131
7147	2427	Preserved Hops	571
7148	1174	Preserved Kromrif Heads	609
7149	13384	Preserved Leg	1068
7150	9893	Preserved Snake Eye	955
7151	16848	Preserved Split Paw Eye	958
7152	31174	Prestidigitator's Boots	633
7153	31172	Prestidigitator's Gloves	636
7154	31168	Prestidigitator's Headband	523
7155	31169	Prestidigitator's Robe	930
7156	31170	Prestidigitator's Sleeves	634
7157	31173	Prestidigitator's Trousers	635
7158	31171	Prestidigitator's Wristband	516
7159	27307	Priceless Velium Battle Axe	1166
7160	27301	Priceless Velium Battlehammer	567
7161	27304	Priceless Velium Brawl Stick	1175
7162	27303	Priceless Velium Claidhmore	1211
7163	5833	Priceless Velium Fist Wraps	971
7164	5834	Priceless Velium Knight's Sword	575
7165	0	Priceless Velium Knuckledusters	1179
7166	27306	Priceless Velium Reinforced Bow	1104
7167	27302	Priceless Velium Spear	776
7168	27305	Priceless Velium War Lance	742
7169	27300	Priceless Velium Warsword	575
7170	10195	Prickly Pear	570
7171	5138	Pride of the Legion	736
7172	18454	Priest's Diary Page	869
7173	27327	Primal Velium Battle Axe	1166
7174	27321	Primal Velium Battlehammer	567
7175	27324	Primal Velium Brawl Stick	1175
7176	27323	Primal Velium Claidhmore	1211
7177	27320	Primal Velium Fist Wraps	971
7178	5835	Primal Velium Knight's Sword	575
7179	27326	Primal Velium Reinforced Bow	1104
7180	27322	Primal Velium Spear	776
7181	27325	Primal Velium War Lance	742
7182	27328	Primal Velium Warsword	575
7183	13954	Prime Healer Potion	599
7184	0	Primordial Substance	855
7185	27329	Prismatic Dragon Scale	1234
7186	9405	Prismatic Shield	972
7187	20990	Prismatic Sphere	953
7188	10975	Pristine Ebon Drakeling Scales	1234
7189	25807	Pristine Emerald	958
7190	13133	Pristine Giant Scarab Carapace	927
7191	0	Pristine Kobold Paw	743
7192	20401	Pristine Kobold Pelt	556
7193	0	Pristine Lizard Scale	1225
7194	28068	Pristine Skunk Claws	1067
7196	20379	Proof of Speed	765
7197	29200	Prophecy Scroll	682
7198	1747	Protection of the Dain	860
7199	2571	Prowling Leopard Leggings	635
7200	12369	Puab's Token	646
7201	7307	Pugius	592
7202	10156	Pulsating Brood Clutch	820
7203	14754	Pulsating Gem	964
7204	10194	Pulsating Hyacinth Telesm	752
7205	20787	Pulsating Ruby	964
7206	20749	Pulsating Sapphire	963
7207	26015	Pulsing Goo	1090
7208	20461	Pulsing Green Stone	957
7209	13757	Puma Skin	555
7210	0	Pumpkin Pie Spice	1075
7211	11643	Puppet Strings	794
7212	29006	Pure Crystal	507
7213	20685	Pure Lakewater	584
7214	12630	Purification Tablet	1111
7215	29252	Purified Claymore	519
7216	29262	Purified Crystal Claymore	519
7217	29268	Purified Crystal Dagger	592
7218	29261	Purified Crystal Long Sword	590
7219	29264	Purified Crystal Scimitar	604
7220	29263	Purified Crystal Short Sword	580
7221	29266	Purified Crystal Star	741
7222	29258	Purified Dagger	592
7223	29251	Purified Long Sword	590
7224	29260	Purified Rapier	762
7225	29254	Purified Scimitar	604
7226	29259	Purified Spear	776
7227	29273	Purified Spirit Belt	548
7228	29271	Purified Spirit Boots	764
7229	29276	Purified Spirit Bracer	637
7230	29277	Purified Spirit Gloves	636
7231	29278	Purified Spirit Helm	640
7232	29272	Purified Spirit Leggings	845
7233	29275	Purified Spirit Sleeves	669
7234	29274	Purified Spirit Tunic	621
7235	29257	Purified Staff	602
7236	29256	Purified Star	741
7237	29255	Purified Warhammer	581
7238	12607	Purified Water	584
7239	13338	Purity Belt	564
7240	9509	A Purple Gift Box	836
7241	10114	Purple Headband	936
7242	10134	Purple Sash of Order	936
7243	13615	Purple Sr Apprentice Robe*	929
7244	17009	Purse	539
7245	10199	Putrescent Heart	1003
7246	14037	Putrid Bane	808
7247	13298	Putrid Bear Hide	554
7248	16988	Putrid Bile	1003
7249	13722	Putrid Rib Bone	907
7250	1793	Putrid substance	1156
7251	2388	Qeynos Badge of Honor	1002
7252	9023	Qeynos Kite Shield	676
7253	16907	Quality Firing Sheet	1036
7254	10322	Quartz Crystal	507
7255	12173	Qued's Tongue	1087
7256	26029	Queen's Carapace	927
7257	16821	Quicksilver	585
7258	19759	Quill	755
7259	17008	Quiver	725
7260	12088	Quiver Pattern	504
7261	17978	Quiver of Kithicor - open	726
7262	17307	Quiver of Marr	725
7263	27219	Quoza's Talisman	510
7264	13048	Rabbit Meat	925
7265	11350	Rabbit Stew	858
7266	5795	Rabid Chokidai Fang	801
7267	30266	Rabid Kodiak Skin	554
7268	27403	Rabid Wolf Hide	1220
7269	10793	Radiant Coin of Tash	646
7270	2356	Radiant Gloves	636
7271	12483	Radiant Meteorite	946
7272	12153	Rage War Maul	581
7273	11057	Ragebringer	1183
7274	18271	A Ragged Book	865
7275	1273	Raiment of Thunder	665
7276	31824	Raiment of the Chosen	1126
7277	8402	Rain Caller	1024
7278	28022	Rain Water	584
7279	28041	Rain of Karana	963
7280	27241	Rak Sapara's Talisman	510
7281	11562	Rakusha Cloak	621
7282	13178	Ranamer's Tax Payment	645
7283	14054	Rancid Wolfkiller	806
7284	5423	Rantho Rapier	762
7285	7002	Rapier	762
7286	7250	Rapier of Oriin	762
7287	22852	Raptor Meat	817
7288	20399	Raptor Steak	816
7289	20399	Raptor Steak	816
7290	12315	Rare Robe Pattern	790
7291	1053	Rat's Foot Necklace	510
7292	14310	Rat Bone Powder	582
7293	13192	Rat Ear Pie	783
7294	13478	Rat Ear Sandwich	1020
7295	13492	Rat Ear Turnovers	783
7296	13072	Rat Ears	793
7297	13065	Rat Foot	743
7298	1050	Rat Fur Cap	639
7299	13717	Rat Head	916
7300	13467	Rat Kabobs	1009
7301	13408	Rat Meat	817
7302	1051	Rat Pelt Cape	841
7303	13474	Rat Sandwich	1020
7304	13301	Rat Shaped Ring	1148
7305	13071	Rat Whiskers	794
7306	14951	Rathe Berries	1037
7307	22749	Rathe Muskie	775
7308	13007	Ration	570
7309	17990	Ration Bladder	539
7310	2312	Ratskin Gloves	636
7311	19850	Rattlesnake Skin	813
7312	11633	Ravener Tail Whip	596
7313	3168	Ravenscale Armguards	622
7314	3167	Ravenscale Belt	563
7315	3172	Ravenscale Boots	844
7316	3169	Ravenscale Bracer	671
7317	3164	Ravenscale Chestguard	624
7318	3166	Ravenscale Cloak	657
7319	3161	Ravenscale Coif	746
7320	3170	Ravenscale Gloves	846
7321	3171	Ravenscale Leggings	845
7322	3162	Ravenscale Mask	528
7323	3163	Ravenscale Neckguard	501
7324	3165	Ravenscale Shoulderpads	798
7325	2143	Raw-hide Belt	564
7326	2148	Raw-hide Boots	633
7327	2142	Raw-hide Cloak	660
7328	2146	Raw-hide Gloves	636
7329	2139	Raw-hide Gorget	643
7330	2147	Raw-hide Leggings	635
7331	2138	Raw-hide Mask	771
7332	2141	Raw-hide Shoulderpads	668
7333	2137	Raw-hide Skullcap	640
7334	2144	Raw-hide Sleeves	634
7335	2140	Raw-hide Tunic	632
7336	2145	Raw-hide Wristbands	637
7337	13770	Raw Bamboo	751
7338	12318	Raw Darkwater Piranha	799
7339	0	Raw Infused Dark Matter	1015
7340	12473	A Raw Pike Head	836
7341	12244	Raw Short Sword 4	580
7342	1165	Raw Silk Cloak	660
7343	1162	Raw Silk Collar	643
7344	1169	Raw Silk Gloves	636
7345	1160	Raw Silk Headband	640
7346	1170	Raw Silk Leggings	635
7347	1164	Raw Silk Mantle	668
7348	1161	Raw Silk Mask	677
7349	1163	Raw Silk Robe	838
7350	1171	Raw Silk Sandals	666
7351	1166	Raw Silk Sash	564
7352	1167	Raw Silk Sleeves	634
7353	1168	Raw Silk Wristbands	637
7354	5412	Razing Sword of Skarlon	519
7355	24649	Razor Fang of Xygoz	1174
7356	24633	Razor Sharp Short Sword	1169
7357	6348	Razor Tooth	775
7358	1797	Reagent pouch	727
7359	31319	Reaper's Ring	872
7360	5374	Reaper of the Dead	579
7361	25204	Reaver	1168
7362	13158	Rebby's Rat Whiskers	794
7363	16889	Rebreather	1023
7364	20474	Receipt	867
7365	19029	Receipt for Provisions Crate	504
7366	29504	Harnessed soul gem	1129
7367	18624	Reconstructing Mythology, Notes	778
7368	18766	Recruitment Letter	504
7369	27068	Recurved Velium Bow	1104
7370	22137	Red Cockatrice Feather	1146
7371	1787	A Red Cod Card	651
7372	11622	Red Dragon Scales	1232
7373	11627	Red Dragon Tooth	801
7374	11623	Red Dragonscale Armor	621
7375	22106	Red Dye	1157
7376	20986	Red Face Paint	1018
7377	6813	Red Flower of Functionality	721
7378	9505	A Red Gift Box	836
7379	10113	Red Headband	935
7380	12922	Red Headband (Kunark)	935
7381	16820	Red Hellebore	1196
7382	24556	A Red Knight	654
7383	19969	Red Porter	979
7384	1140	Red Resistance Stone	964
7385	22775	Red Roughy	775
7386	22115	Red Rust Dye	1153
7387	22131	Red Rust Extract	1153
7388	10133	Red Sash of Order	935
7389	17859	Red Scabbard	726
7390	13030	Red Wine	704
7391	14520	Red Wood Wand	809
7392	20528	Red Wurm Gut	853
7393	1695	Reddish Crystal	964
7394	2407	Reed Belt	549
7395	10355	Reed Ring	872
7396	11276	Reet Froglok Crown	511
7397	20481	Refined Ancient Sword	590
7398	20483	Refined Mithril Blade	590
7399	16860	Reflective Shard	968
7400	5727	Regal Band of Bathezid	1148
7401	14032	Regalis Poison	808
7402	1371	Regent Symbol of Innoruuk	1049
7403	1566	Regent Symbol of Quellious	850
7404	18772	Registration Letter	504
7405	12139	Regurgitonic	584
7406	16005	Rehim's Robe	942
7408	2243	Reinforced Belt	564
7409	2248	Reinforced Boots	633
7410	2242	Reinforced Cloak	660
7411	27127	Reinforced Dragonhide Belt	503
7412	27126	Reinforced Dragonhide Breastplate	621
7413	27121	Reinforced Dragonhide Gauntlets	530
7414	27120	Reinforced Dragonhorn Boots	779
7415	27122	Reinforced Dragonhorn Bracers	505
7416	27119	Reinforced Dragonleg Breeches	630
7417	27125	Reinforced Dragonskin Mask	770
7418	27124	Reinforced Dragonskull Helm	746
7419	27123	Reinforced Dragonspine Vambraces	622
7420	27128	Reinforced Dragonwing Cloak	663
7421	27118	Reinforced Dragonwing Mantle	668
7422	2246	Reinforced Gloves	636
7423	2239	Reinforced Gorget	643
7424	2247	Reinforced Leggings	635
7425	2238	Reinforced Mask	771
7426	3194	Reinforced Rhino Arm Guards	634
7427	3199	Reinforced Rhino Boots	633
7428	3193	Reinforced Rhino Chest Guard	632
7429	3198	Reinforced Rhino Gloves	636
7430	3196	Reinforced Rhino Leggings	635
7431	3197	Reinforced Rhino Skullcap	640
7432	3195	Reinforced Rhino Wrist Guard	637
7433	2241	Reinforced Shoulderpads	668
7434	2237	Reinforced Skullcap	640
7435	2244	Reinforced Sleeves	634
7436	2240	Reinforced Tunic	632
7437	2245	Reinforced Wristbands	637
7438	20666	Rejesiam Ore	1138
7439	31395	Rekeklo's War Sword	519
